"id","version","crossreferencet","definitiond","entrya","nounadjplurale","nounadjpluralsyllf","partofspeechc","sentenceenglishs","sentenceq","sentencesyllr","syllabaryb","vfirstpresg","vfirstpresh","vsecondimperm","vsecondimpersylln","vthirdinfo","vthirdinfsyllp","vthirdpasti","vthirdpastsyllj","vthirdpresk","vthirdpressylll","entrytranslit","nounadjpluraltranslit","sentencetranslit","vfirstprestranslit","vsecondimpertranslit","vthirdinftranslit","vthirdpasttranslit","vthirdprestranslit","entrytone","nounadjpluraltone","vfirstprestone","vsecondimpertone","vthirdinftone","vthirdpasttone","vthirdprestone","source","definitionlarge","etymology","category","notes","modified"
94939,0,"",discussion,kanohelvdi,"","","","","","",ᎧᏃᎮᎸᏗ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
94940,0,"",disease,vyugi,"","","","","","",ᎥᏳᎩ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
94941,0,"",disgrace,udehohisdi,"","","","","","",ᎤᏕᎰᎯᏍᏗ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
94942,0,"",disgraced,agadeohistanv,"","","","","","",ᎠᎦᏕᎣᎯᏍᏔᏅ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
94943,3,"",disgust,osi nvyelvsgvna,"","","","","","",ᎣᏏ ᏅᏰᎸᏍᎬᎾ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,545,506,000,000"
94944,0,"",dished,ditelido,"","","","","","",ᏗᏖᎵᏙ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
94945,0,"",dishonest,niduyugodvna,"","","","","","",ᏂᏚᏳᎪᏛᎾ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
94946,0,"",dislike,nigalvquodvna,"","","","","","",ᏂᎦᎸᏉᏛᎾ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
94947,0,"",dispatch,ulisda asquadisdi,"","","","","","",ᎤᎵᏍᏓ ᎠᏍᏆᏗᏍᏗ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
94948,0,"",display,gvnigesv igvnedi,"","","","","","",ᎬᏂᎨᏒ ᎢᎬᏁᏗ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
94949,0,"",dispose,dayosv,"","","","","","",ᏓᏲᏒ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
94950,0,"",disposed,dayosvi,"","","","","","",ᏓᏲᏒᎢ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
94951,0,"",disposing,doyosvgi,"","","","","","",ᏙᏲᏒᎩ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
94952,0,"",disposition,duniyosgv,"","","","","","",ᏚᏂᏲᏍᎬ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
94953,0,"",dispute,adisvsdi,"","","","","","",ᎠᏗᏒᏍᏗ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
94954,0,"",distance,nahna iyvi,"","","","","","",ᎾᎿ ᎢᏴᎢ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,601,823,164,000"
94955,0,"",distant,nahna iyv,"","","","","","",ᎾᎿ ᎢᏴ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,601,823,164,000"
94956,0,"",distinct,utselidv,"","","","","","",ᎤᏤᎵᏛ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
94957,0,"",distinct understanding,osdv didadolatsedi,"","","","","","",ᎣᏍᏛ ᏗᏓᏙᎳᏤᏗ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
94958,0,"",distinction,unatselidv,"","","","","","",ᎤᎾᏤᎵᏛ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
94959,0,"",distinctly,didologi,"","","","","","",ᏗᏙᎶᎩ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
94960,0,"",distinctly remember,osdv ganvdadia,"","","","","","",ᎣᏍᏛ ᎦᏅᏓᏗᎠ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
94961,0,"",distinctly understood,osdv golatsvhi,"","","","","","",ᎣᏍᏛ ᎪᎳᏨᎯ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
94962,0,"",distinguished,atsilvquodi,"","","","","","",ᎠᏥᎸᏉᏗ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
94963,0,"",distribute,adigaleyasdi,"","","","","","",ᎠᏗᎦᎴᏯᏍᏗ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
94964,0,"",distributed,adigaleyv,"","","","","","",ᎠᏗᎦᎴᏴ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
94965,0,"",distribution,didigaleyv,"","","","","","",ᏗᏗᎦᎴᏴ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
94966,0,"",district,sgadugi,"","","","","","",ᏍᎦᏚᎩ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
94967,0,"",district attorney,ayeli asdelisgi,"","","","","","",ᎠᏰᎵ ᎠᏍᏕᎵᏍᎩ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
94968,0,"",districts,disgadugi,"","","","","","",ᏗᏍᎦᏚᎩ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
94969,0,"",disturb,adadeyadodi,"","","","","","",ᎠᏓᏕᏯᏙᏗ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
94970,0,"",ditch,gelisgalvhv,"","","","","","",ᎨᎵᏍᎦᎸᎲ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
94971,0,"",dive,diligvyasdi,"","","","","","",ᏗᎵᎬᏯᏍᏗ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
94972,0,"",divide,ayatasdi,"","","","","","",ᎠᏯᏔᏍᏗ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
94973,0,"",divided,uniyatolv,"","","","","","",ᎤᏂᏯᏙᎸ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
94974,0,"",dividend,ayatolv,"","","","","","",ᎠᏯᏙᎸ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
94975,0,"",divine,wagalvladiyv,"","","","","","",ᏩᎦᎸᎳᏗᏴ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
94976,0,"",division,ayedi iyudadv,"","","","","","",ᎠᏰᏗ ᎢᏳᏓᏛ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
94977,0,"",divorce,digalenvdi,"","","","","","",ᏗᎦᎴᏅᏗ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
94978,0,"",do,hnadvga,"","","","","","",ᎿᏛᎦ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
94979,0,"",do you intend,tsadvnvisdisgo,"","","","","","",ᏣᏛᏅᎢᏍᏗᏍᎪ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
94980,0,"",do you know,tsanvtasgo,"","","","","","",ᏣᏅᏔᏍᎪ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
94981,0,"",do you know whether,tsanvtasgo nasgi yigi,"","","","","","",ᏣᏅᏔᏍᎪ ᎾᏍᎩ ᏱᎩ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
94982,0,"",do you know whether or not,tsanvtasgo nasgi yigi ale tlayigi,"","","","","","",ᏣᏅᏔᏍᎪ ᎾᏍᎩ ᏱᎩ ᎠᎴ ᏝᏱᎩ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
94983,0,"",do you mean to say,hiasgo hidoga niwesgv,"","","","","","",ᎯᎠᏍᎪ ᎯᏙᎦ ᏂᏪᏍᎬ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
94984,0,"",do you remember,hanvdadiasgo,"","","","","","",ᎭᏅᏓᏗᎠᏍᎪ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
94985,0,"",do you state,hineisdisgo,"","","","","","",ᎯᏁᎢᏍᏗᏍᎪ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
94986,0,"",doctor,ganagati,"","","","","","",ᎦᎾᎦᏘ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
94987,0,"",doctors,aniganagati,"","","","","","",ᎠᏂᎦᎾᎦᏘ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
94988,0,"",document,goweligvnigesv igvnehi,"","","","","","",ᎪᏪᎵᎬᏂᎨᏒ ᎢᎬᏁᎯ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
94989,0,"",documents,goweligvnigesv idigvnehi,"","","","","","",ᎪᏪᎵᎬᏂᎨᏒ ᎢᏗᎬᏁᎯ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
94990,0,"",dodge,didanvdisdodi,"","","","","","",ᏗᏓᏅᏗᏍᏙᏗ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
94991,0,"",does,nadvne,"","","","","","",ᎾᏛᏁ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
94992,0,"",does not allow,vtla yalisgolvdi,"","","","","","",ᎥᏝ ᏯᎵᏍᎪᎸᏗ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
94993,0,"",does not suggest,vtla yikaneisdi,"","","","","","",ᎥᏝ ᏱᎧᏁᎢᏍᏗ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
94994,0,"",dog,gitli,"","","","","","",ᎩᏟ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
94995,0,"",dogs,anigitli,"","","","","","",ᎠᏂᎩᏟ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
94996,0,"",doing,nanadvnehv,"","","","","","",ᎾᎾᏛᏁᎲ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
94997,0,"",doll,anelodi,"","","","","","",ᎠᏁᎶᏗ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
94998,0,"",dollar,unosda,"","","","","","",ᎤᏃᏍᏓ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
94999,0,"",dollars,uninosda,"","","","","","",ᎤᏂᏃᏍᏓ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95000,0,"",domestic,nusdv uwenvsv,"","","","","","",ᏄᏍᏛ ᎤᏪᏅᏒ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95001,0,"",domicile,aganelvi,"","","","","","",ᎠᎦᏁᎸᎢ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95002,0,"",dominate,agedadisdi,"","","","","","",ᎠᎨᏓᏗᏍᏗ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95003,0,"",donate,alisgolvdodi,"","","","","","",ᎠᎵᏍᎪᎸᏙᏗ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95004,0,"",done,asquadvhi,"","","","","","",ᎠᏍᏆᏛᎯ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95005,0,"",donkey,digaliyanvhidv,"","","","","","",ᏗᎦᎵᏯᏅᎯᏛ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95006,0,"",don't you know,tlasgo yitsanvta,"","","","","","",ᏝᏍᎪ ᏱᏣᏅᏔ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95007,0,"",don't you remember,tlasgo yanvtadia,"","","","","","",ᏝᏍᎪ ᏯᏅᏔᏗᎠ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95008,0,"",don't you think,tlasgo yelia,"","","","","","",ᏝᏍᎪ ᏰᎵᎠ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95009,0,"",doom,dudogodanelv,"","","","","","",ᏚᏙᎪᏓᏁᎸ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95010,0,"",doomsday,tsudugododi iga,"","","","","","",ᏧᏚᎪᏙᏗ ᎢᎦ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95011,0,"",door,asdudi,"","","","","","",ᎠᏍᏚᏗ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95012,0,"",doors,disdudi,"","","","","","",ᏗᏍᏚᏗ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95013,0,"",doorway,galohisdi,"","","","","","",ᎦᎶᎯᏍᏗ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95014,0,"",dormant,tonusdv,"","","","","","",ᏙᏄᏍᏛ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95015,0,"",dormitory,disvsdi,"","","","","","",ᏗᏒᏍᏗ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95016,0,"",dose,igai agihisdi,"","","","","","",ᎢᎦᎢ ᎠᎩᎯᏍᏗ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95017,0,"",dotage,ugiyvlatsvhi,"","","","","","",ᎤᎩᏴᎳᏨᎯ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95018,0,"",double,tali iyuwaguti,"","","","","","",ᏔᎵ ᎢᏳᏩᎫᏘ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95019,0,"",doubt,utlasidv,"","","","","","",ᎤᏝᏏᏛ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95020,0,"",doubtful,utlasidvhi,"","","","","","",ᎤᏝᏏᏛᎯ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95021,0,"",doubtless,vtla yutlasidv,"","","","","","",ᎥᏝ ᏳᏝᏏᏛ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95022,0,"",doubts,tsutlvwida,"","","","","","",ᏧᏢᏫᏓ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95023,0,"",down,eladi,"","","","","","",ᎡᎳᏗ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95024,0,"",down stairs,eladi atlosvsdi,"","","","","","",ᎡᎳᏗ ᎠᏠᏒᏍᏗ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95025,0,"",doze,galvdiyi,"","","","","","",ᎦᎸᏗᏱ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95026,0,"",dozen,taladu,"","","","","","",ᏔᎳᏚ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95027,0,"",draft,udlanvdv diganolvdisgv,"","","","","","",ᎤᏜᏅᏛ ᏗᎦᏃᎸᏗᏍᎬ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95028,3,"",drafts,dudlanvdv diganolvdisgv,"","","","","","",ᏚᏜᏅᏛ ᏗᎦᏃᎸᏗᏍᎬ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,545,506,009,000"
95029,0,"",drag,ganasinvsdi,"","","","","","",ᎦᎾᏏᏅᏍᏗ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95030,0,"",drain,atliyvsdi,"","","","","","",ᎠᏟᏴᏍᏗ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95031,0,"",drake,kawonu atsvya,"","","","","","",ᎧᏬᏄ ᎠᏨᏯ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95032,0,"",drama,iyunadvnedi anadvnelisgv,"","","","","","",ᎢᏳᎾᏛᏁᏗ ᎠᎾᏛᏁᎵᏍᎬ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95033,0,"",dramatic,unadvnelidi,"","","","","","",ᎤᎾᏛᏁᎵᏗ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95034,0,"",drank,uditahvgi,"","","","","","",ᎤᏗᏔᎲᎩ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95035,0,"",draw,asehisdi,"","","","","","",ᎠᏎᎯᏍᏗ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95036,0,"",drawing,danasesgv,"","","","","","",ᏓᎾᏎᏍᎬ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95037,0,"",drawn,asesvda,"","","","","","",ᎠᏎᏒᏓ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95038,0,"",dray,ganasenesdodi daqualelu,"","","","","","",ᎦᎾᏎᏁᏍᏙᏗ ᏓᏆᎴᎷ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95039,0,"",dread,unayehisdi,"","","","","","",ᎤᎾᏰᎯᏍᏗ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95040,0,"",dreadful,utsoasedi,"","","","","","",ᎤᏦᎠᏎᏗ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95041,0,"",dreadfully,utsoasetanvhi,"","","","","","",ᎤᏦᎠᏎᏔᏅᎯ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95042,0,"",dream,asgitisdi,"","","","","","",ᎠᏍᎩᏘᏍᏗ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95043,0,"",dreamed,asgidasvhi,"","","","","","",ᎠᏍᎩᏓᏒᎯ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95044,0,"",dreams,disgitisdi,"","","","","","",ᏗᏍᎩᏘᏍᏗ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95045,0,"",dress,asano,"","","","","","",ᎠᏌᏃ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95046,0,"",dressed,dunuwugi,"","","","","","",ᏚᏄᏭᎩ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95047,0,"",dresser,disehisdi,"","","","","","",ᏗᏎᎯᏍᏗ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95048,0,"",dresses,disano,"","","","","","",ᏗᏌᏃ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95049,0,"",dressing,danuwosgv,"","","","","","",ᏓᏄᏬᏍᎬ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95050,0,"",drew,usesvhv,"","","","","","",ᎤᏎᏒᎲ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95051,0,"",dried,akayotanv,"","","","","","",ᎠᎧᏲᏔᏅ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95052,0,"",drill,analisinahisdisgv,"","","","","","",ᎠᎾᎵᏏᏀᎢᏍᏗᏍᎬ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95053,0,"",drink,aditasdi,"","","","","","",ᎠᏗᏔᏍᏗ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95054,3,"",drinking,anaditasgv,"","","","","","",ᎠᎾᏗᏔᏍᎬ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,545,506,011,000"
95055,0,"",drive,ayilega,"","","","","","",ᎠᏱᎴᎦ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95056,0,"",driven,uyilisvgi,"","","","","","",ᎤᏱᎵᏒᎩ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95057,0,"",driving,ayilisv,"","","","","","",ᎠᏱᎵᏒ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95058,0,"",drop,gohasgv,"","","","","","",ᎪᎭᏍᎬ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95059,0,"",dropped,uwohasvgi,"","","","","","",ᎤᏬᎭᏒᎩ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95060,0,"",drove,uyilvsv,"","","","","","",ᎤᏱᎸᏒ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95061,0,"",drug,nuwodi,"","","","","","",ᏄᏬᏗ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95062,0,"",drum,ahuli,"","","","","","",ᎠᎱᎵ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95063,0,"",drummer,adananvdi ganadegi,"","","","","","",ᎠᏓᎾᏅᏗ ᎦᎾᏕᎩ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95064,0,"",drunk,uditahv,"","","","","","",ᎤᏗᏔᎲ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95065,0,"",dry,ukayodi,"","","","","","",ᎤᎧᏲᏗ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95066,0,"",duck,kawonu,"","","","","","",ᎧᏬᏄ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95067,0,"",duckling,kawonu anidv,"","","","","","",ᎧᏬᏄ ᎠᏂᏛ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95068,0,"",due,usqualvhv,"","","","","","",ᎤᏍᏆᎸᎲ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95069,0,"",duel,ahnatlihv anigatahv,"","","","","","",ᎠᎿᏟᎲ ᎠᏂᎦᏔᎲ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95070,0,"",dues,dusqualvhv,"","","","","","",ᏚᏍᏆᎸᎲ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95071,0,"",dull,gosdiyuli,"","","","","","",ᎪᏍᏗᏳᎵ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95072,0,"",duly,nahiyui,"","","","","","",ᎾᎯᏳᎢ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,601,822,714,000"
95073,0,"",dumb,golagi nigesvna,"","","","","","",ᎪᎳᎩ ᏂᎨᏒᎾ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95074,0,"",duplicate,ditlilostanv,"","","","","","",ᏗᏟᎶᏍᏔᏅ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95075,0,"",durable,didolagi,"","","","","","",ᏗᏙᎳᎩ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95076,0,"",during,nahiyugesv,"","","","","","",ᎾᎯᏳᎨᏒ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,601,822,714,000"
95077,0,"",dust,gosduha,"","","","","","",ᎪᏍᏚᎭ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95078,0,"",duties,iyudvnedi,"","","","","","",ᎢᏳᏛᏁᏗ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95079,0,"",duty,iyadvnedi,"","","","","","",ᎢᏯᏛᏁᏗ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95080,0,"",dwell,ganelv,"","","","","","",ᎦᏁᎸ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95081,0,"",dying,ayohusgv,"","","","","","",ᎠᏲᎱᏍᎬ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95082,0,"",each,anisiyvwiha,"","","","","","",ᎠᏂᏏᏴᏫᎭ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95083,0,"",eager,uduladi iyadvnedi,"","","","","","",ᎤᏚᎳᏗ ᎢᏯᏛᏁᏗ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95084,0,"",eagle,wohali,"","","","","","",ᏬᎭᎵ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95085,0,"",ear,galeni,"","","","","","",ᎦᎴᏂ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95086,0,"",earlier,igvyigesdodi,"","","","","","",ᎢᎬᏱᎨᏍᏙᏗ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
95087,0,"",earliest,igvyiditlvsdi,"","","","","","",ᎢᎬᏱᏗᏢᏍᏗ,"","","","","","","","","","","","","","","","","","","","","","","","","",noq,"","","","","1,454,067,827,000"
